Beginn	BE	Cap	B-BEGIN
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	EBRACKET	NoCap	B-EBRACKET

Gunther	NAME	Cap	B-NAME
Krichbaum	NAME	Cap	I-NAME
(	BBRACKET	NoCap	B-BBRACKET
CDU/CSU	FRACT	Cap	B-FRACTION
)	EBRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Herr	TITLE	Cap	B-TITLE
Präsident	NAME	Cap	B-NAME
!	DOT	NoCap	B-DOT
Liebe	PAR	Cap	B-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Ja	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT

die	PAR	NoCap	B-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
ihrem	PAR	NoCap	I-PARAGRAPH
Arbeitsprogramm	PAR	Cap	I-PARAGRAPH
viel	PAR	NoCap	I-PARAGRAPH
vorgenommen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Dazu	PAR	Cap	B-PARAGRAPH
gehört	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Wesentlichen	PAR	Cap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Weiterentwicklung	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Wirtschafts-	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Währungsunion	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Man	PAR	Cap	B-PARAGRAPH
plant	PAR	NoCap	I-PARAGRAPH
Initiativen	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Förderung	PAR	Cap	I-PARAGRAPH
vonWachstum	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Wettbewerbsfähigkeit	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Die	PAR	Cap	B-PARAGRAPH
Klima-	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Energiepolitik	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Weiterentwicklung	PAR	Cap	I-PARAGRAPH
digitaler	PAR	NoCap	I-PARAGRAPH
Technologien	PAR	Cap	I-PARAGRAPH
stehen	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
ihrer	PAR	NoCap	I-PARAGRAPH
Agenda	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Auch	PAR	Cap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bereich	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Sicherheitspolitik	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Justizpolitik	PAR	Cap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
ausgespart	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Man	PAR	Cap	B-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Staatsanwaltschaft	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Agenda	PAR	Cap	I-PARAGRAPH
gesetzt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
genauso	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Entwicklung	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Außenwirtschafts-	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Außenpolitik	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Wenn	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
fragen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
eigentlich	PAR	NoCap	I-PARAGRAPH
alles	PAR	NoCap	I-PARAGRAPH
schaffen	PAR	NoCap	I-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
denn	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
waren	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
dieÜberschriften	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dann	PAR	NoCap	B-PARAGRAPH
besteht	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Frage	PAR	Cap	I-PARAGRAPH
ohne	PAR	NoCap	I-PARAGRAPH
jeden	PAR	NoCap	I-PARAGRAPH
Zweifel	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
Recht	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Denn	PAR	Cap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Lichte	PAR	Cap	I-PARAGRAPH
besehen	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Arbeitsprogramm	PAR	Cap	I-PARAGRAPH
2014	NUM	NoCap	B-NUMBER
nur	PAR	NoCap	B-PARAGRAPH
bis	PAR	NoCap	I-PARAGRAPH
Mai	PAR	Cap	I-PARAGRAPH
halten;	PAR	NoCap	I-PARAGRAPH
denn	PAR	NoCap	I-PARAGRAPH
dann	PAR	NoCap	I-PARAGRAPH
finden	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
Kollege	PAR	Cap	I-PARAGRAPH
Axel	NAME	Cap	B-NAME
Schäfer	NAME	Cap	I-NAME
hat	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
angesprochen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Wahlen	PAR	Cap	I-PARAGRAPH
zum	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
statt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Auch	PAR	Cap	B-PARAGRAPH
wenn	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Amtszeit	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
bis	PAR	NoCap	I-PARAGRAPH
Oktober	PAR	Cap	I-PARAGRAPH
dauert	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wird	PAR	NoCap	B-PARAGRAPH
dann	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Brüssel	PAR	Cap	I-PARAGRAPH
sicherlich	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
unbedingt	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Zustand	PAR	Cap	I-PARAGRAPH
herrschen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Schweißperlen	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Stirn	PAR	Cap	I-PARAGRAPH
stehen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Deswegen	PAR	Cap	B-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
man	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
deutscher	PAR	NoCap	I-PARAGRAPH
Seite	PAR	Cap	I-PARAGRAPH
darauf	PAR	NoCap	I-PARAGRAPH
schauen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Dinge	PAR	Cap	I-PARAGRAPH
umgesetzt	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Auffällig	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
jedem	PAR	NoCap	I-PARAGRAPH
Fall	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
weg	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Krisenbewältigungspolitik	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
hin	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
stärkeren	PAR	NoCap	I-PARAGRAPH
Zukunftspolitik	PAR	Cap	I-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
und	PAR	NoCap	B-PARAGRAPH
dieser	PAR	NoCap	I-PARAGRAPH
Schritt	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Lieber	PAR	Cap	B-PARAGRAPH
Kollege	PAR	Cap	I-PARAGRAPH
Ulrich	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
es	PAR	NoCap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
geradezu	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Markenzeichen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
durch	PAR	NoCap	I-PARAGRAPH
Wettbewerbsfähigkeit	PAR	Cap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Arbeitsplätze	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
morgen	PAR	NoCap	I-PARAGRAPH
schaffenmüssen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
mit	PAR	NoCap	B-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
Mehr	PAR	Cap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
Forschung	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Technologie	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Denn	PAR	Cap	B-PARAGRAPH
wie	PAR	NoCap	I-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
angesichts	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Globalisierung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dem	PAR	NoCap	B-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
21	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Jahrhunderts	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
im	PAR	NoCap	B-PARAGRAPH
Wettbewerb	PAR	Cap	I-PARAGRAPH
bestehen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
gelingt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
diese	PAR	NoCap	B-PARAGRAPH
Herausforderungen	PAR	Cap	I-PARAGRAPH
anzunehmen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
bewältigen	PAR	NoCap	I-PARAGRAPH
?	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
–	PAR	NoCap	B-PARAGRAPH
Zuruf	MOOD	Cap	B-MOOD
des	PAR	NoCap	B-PARAGRAPH
Abg	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
AlexanderUlrich	PAR	Cap	B-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
DIE	FRACT	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
9	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	PAR	Cap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Berlin	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Freitag	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
17	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Januar	PAR	Cap	B-PARAGRAPH
2014	NUM	NoCap	B-NUMBER
507	NUM	NoCap	I-NUMBER

Gunther	NAME	Cap	B-NAME
Krichbaum	NAME	Cap	I-NAME

(	BBRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

(	BBRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Mit	PAR	Cap	B-PARAGRAPH
Blick	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Staatsschuldenkrise	PAR	Cap	I-PARAGRAPH
einiger	PAR	NoCap	I-PARAGRAPH
EULänder	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
tatsächlich	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
gesamte	PAR	NoCap	I-PARAGRAPH
europäische	PAR	NoCap	I-PARAGRAPH
Währungsunion	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ja	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
auch	PAR	NoCap	B-PARAGRAPH
unsere	PAR	NoCap	I-PARAGRAPH
Wirtschaft	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Schieflage	PAR	Cap	I-PARAGRAPH
gebracht	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
fällt	PAR	NoCap	B-PARAGRAPH
doch	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
nurvorangekommen	PAR	NoCap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Denn	PAR	Cap	B-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
zwei	PAR	NoCap	I-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
drei	PAR	NoCap	I-PARAGRAPH
Jahren	TIME	Cap	B-TIME
mussten	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
tatsächlich	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
andere	PAR	NoCap	I-PARAGRAPH
Themen	PAR	Cap	I-PARAGRAPH
diskutieren	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Es	PAR	Cap	B-PARAGRAPH
wurde	PAR	NoCap	I-PARAGRAPH
offen	PAR	NoCap	I-PARAGRAPH
darüber	PAR	NoCap	I-PARAGRAPH
diskutiert	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
obdie	PAR	NoCap	B-PARAGRAPH
Euro-Zone	PAR	Cap	I-PARAGRAPH
eventuell	PAR	NoCap	I-PARAGRAPH
auseinanderbrechen	PAR	NoCap	I-PARAGRAPH
könnte	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ob	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
ganze	PAR	NoCap	I-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
auseinanderbrechen	PAR	NoCap	I-PARAGRAPH
könnte	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Und	PAR	Cap	B-PARAGRAPH
nein	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
diese	PAR	NoCap	B-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
zusammengehalten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
hat	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
gegenüber	PAR	NoCap	I-PARAGRAPH
jenen	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
solidarisch	PAR	NoCap	I-PARAGRAPH
erwiesen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Schieflage	PAR	Cap	I-PARAGRAPH
befanden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aberes	PAR	Cap	B-PARAGRAPH
war	PAR	NoCap	I-PARAGRAPH
eben	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Bundeskanzlerin	PAR	Cap	I-PARAGRAPH
Angela	NAME	Cap	B-NAME
Merkel	NAME	Cap	I-NAME
damals	PAR	NoCap	B-PARAGRAPH
sagte	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Nein	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
diese	PAR	NoCap	B-PARAGRAPH
Hilfen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Unterstützungen	PAR	Cap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
bedingungslos	PAR	NoCap	I-PARAGRAPH
ausgereicht;	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
fordern	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
diesen	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
eigene	PAR	NoCap	I-PARAGRAPH
Bemühungen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
eigeneAnstrengungen	PAR	NoCap	B-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Diese	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
man	PAR	NoCap	I-PARAGRAPH
sieht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
gelohnt	PAR	NoCap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Deswegen	PAR	Cap	B-PARAGRAPH
diskutieren	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
heute	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
andere	PAR	NoCap	I-PARAGRAPH
Themen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Heute	PAR	Cap	B-PARAGRAPH
freuen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
darüber	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Irland	PAR	Cap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
erstes	PAR	NoCap	I-PARAGRAPH
Land	PAR	Cap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Rettungsschirm	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
verlassen	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
Spanien	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
guten	PAR	NoCap	I-PARAGRAPH
Weg	PAR	Cap	I-PARAGRAPH
befindet	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Arbeitslosigkeit	PAR	Cap	I-PARAGRAPH
sinkt	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Hilfsprogramme	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Anspruch	PAR	Cap	I-PARAGRAPH
genommen	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
All	PAR	Cap	B-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Länder	PAR	Cap	I-PARAGRAPH
befinden	PAR	NoCap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
einemsehr	PAR	NoCap	I-PARAGRAPH
guten	PAR	NoCap	I-PARAGRAPH
Weg	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
einschließlich	PAR	NoCap	B-PARAGRAPH
Griechenland	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
In	PAR	Cap	B-PARAGRAPH
Griechenland	PAR	Cap	I-PARAGRAPH
gibt	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
sogenannten	PAR	NoCap	I-PARAGRAPH
Primärüberschuss	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Das	PAR	Cap	B-PARAGRAPH
heißt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Land	PAR	Cap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
Abzug	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Zinsen	PAR	Cap	I-PARAGRAPH
mittlerweile	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
Haushaltsüberschuss	PAR	Cap	I-PARAGRAPH
besteht	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
wichtige	PAR	NoCap	I-PARAGRAPH
volkswirtschaftliche	PAR	NoCap	I-PARAGRAPH
Kerngröße	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
um	PAR	NoCap	B-PARAGRAPH
erkennen	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ob	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Land	PAR	Cap	I-PARAGRAPH
