Plenarprotokoll	PLE	Cap	B-PLENARYPRO
mit	PAR	NoCap	I-PARAGRAPH
683	NUM	NoCap	B-NUMBER
Mitgliedern	PAR	Cap	B-PARAGRAPH
bilden	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
stellt	PAR	NoCap	B-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
meiner	PAR	NoCap	I-PARAGRAPH
Sicht	PAR	Cap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
unverhältnismäßigen	PAR	NoCap	I-PARAGRAPH
Aufwand	PAR	Cap	I-PARAGRAPH
dar;	PAR	NoCap	I-PARAGRAPH
denn	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
zwei	PAR	NoCap	I-PARAGRAPH
Wochen	PAR	Cap	I-PARAGRAPH
müssten	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
daswieder	PAR	NoCap	I-PARAGRAPH
komplett	PAR	NoCap	I-PARAGRAPH
neu	PAR	NoCap	I-PARAGRAPH
organisieren	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
liegen	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Tat	PAR	Cap	I-PARAGRAPH
Gesetzentwürfe	PAR	Cap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
aber	PAR	NoCap	B-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
kann	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Hauptausschuss	PAR	Cap	I-PARAGRAPH
kompetent	PAR	NoCap	I-PARAGRAPH
beraten	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Sie	PAR	Cap	B-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
ja	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
keinen	PAR	NoCap	I-PARAGRAPH
einzigen	PAR	NoCap	I-PARAGRAPH
Gesetzentwurf	PAR	Cap	I-PARAGRAPH
eingebracht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
der	PAR	NoCap	B-PARAGRAPH
beraten	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
könnte	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Die	PAR	Cap	B-PARAGRAPH
Linken	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
immerhin	PAR	NoCap	I-PARAGRAPH
einige	PAR	NoCap	I-PARAGRAPH
Gesetzentwürfe	PAR	Cap	I-PARAGRAPH
vorgelegt;	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
man	PAR	NoCap	I-PARAGRAPH
ja	PAR	NoCap	I-PARAGRAPH
einmal	PAR	NoCap	I-PARAGRAPH
feststellen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Michael	NAME	Cap	B-NAME
Grosse-Brömer	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Das	PAR	Cap	B-PARAGRAPH
stimmt	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Der	PAR	Cap	B-PARAGRAPH
Hauptausschuss	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
natürlich	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
grundgesetzwidrig	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
Ausschuss	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Parlamentjetzt	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
kurzen	PAR	NoCap	I-PARAGRAPH
Zeitraum	PAR	Cap	I-PARAGRAPH
entscheidet	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
seine	PAR	NoCap	I-PARAGRAPH
Arbeit	PAR	Cap	I-PARAGRAPH
organisiert	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Volker	NAME	Cap	B-NAME
Kauder	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Sehr	PAR	Cap	B-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Im	PAR	Cap	B-PARAGRAPH
Grundgesetz	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
vorgesehen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
autonom	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
darum	PAR	NoCap	I-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
seine	PAR	NoCap	B-PARAGRAPH
eigene	PAR	NoCap	I-PARAGRAPH
Arbeit	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
regeln	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Von	PAR	Cap	B-PARAGRAPH
dieser	PAR	NoCap	I-PARAGRAPH
Autonomie	PAR	Cap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
Gebrauch	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Ich	PAR	Cap	B-PARAGRAPH
finde	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Präsidium	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Leitung	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Hauptausschusses	PAR	Cap	I-PARAGRAPH
beauftragen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Katrin	NAME	Cap	B-NAME
Göring-Eckardt	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Stimmt	PAR	Cap	B-PARAGRAPH
!	DOT	NoCap	B-DOT
Da	PAR	Cap	B-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
drin	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

nicht	PAR	NoCap	B-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
weil	PAR	NoCap	B-PARAGRAPH
dann	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Person	PAR	Cap	I-PARAGRAPH
unseres	PAR	NoCap	I-PARAGRAPH
Präsidenten	PRE	Cap	B-PRESIDENT
auch	PAR	NoCap	B-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
kompetente	PAR	NoCap	I-PARAGRAPH
Leitung	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Hauptausschusses	PAR	Cap	I-PARAGRAPH
gewährleistet	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sondern	PAR	NoCap	B-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
weil	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Vizepräsidentender	PAR	Cap	I-PARAGRAPH
Parteien	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
möglicherweise	PAR	NoCap	I-PARAGRAPH
Oppositionsfraktionen	PAR	Cap	I-PARAGRAPH
sein	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
an	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Leitung	PAR	Cap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Hauptausschusses	PAR	Cap	I-PARAGRAPH
beteiligt	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Wir	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Koalitionsverhandlungen	PAR	Cap	I-PARAGRAPH
zwischen	PAR	NoCap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
auch	PAR	NoCap	B-PARAGRAPH
geklärt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Minderheitenrechte	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Geltung	PAR	Cap	I-PARAGRAPH
bringen	PAR	NoCap	I-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Eine	PAR	Cap	B-PARAGRAPH
starke	PAR	NoCap	I-PARAGRAPH
Demokratie	PAR	Cap	I-PARAGRAPH
braucht	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
handlungsfähige	PAR	NoCap	I-PARAGRAPH
Opposition	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Gesprächen	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
allen	PAR	NoCap	I-PARAGRAPH
Fraktionen	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
sicherstellen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Seien	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
bitte	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
einsichtig	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
vernünftig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
uns	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
nächsten	PAR	NoCap	I-PARAGRAPH
zwei	PAR	NoCap	I-PARAGRAPH
Wochen	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Hauptausschuss	PAR	Cap	I-PARAGRAPH
leben	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
lassen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
zusagen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Ausschüsse	PAR	Cap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Jahr	TIME	Cap	B-TIME
,	DOT	NoCap	B-DOT
noch	PAR	NoCap	B-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
Weihnachten	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
exakt	PAR	NoCap	B-PARAGRAPH
definieren	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
einsetzen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Zurufe	PAR	Cap	B-PARAGRAPH
vom	PAR	NoCap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET

sodass	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
dann	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
nächsten	PAR	NoCap	I-PARAGRAPH
Jahr	TIME	Cap	B-TIME
ihre	PAR	NoCap	B-PARAGRAPH
Arbeit	PAR	Cap	I-PARAGRAPH
beginnen	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Vielen	PAR	Cap	B-PARAGRAPH
Dank	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Präsident	PRE	Cap	B-PRESIDENT
Dr.	TITLE	Cap	B-TITLE
Norbert	NAME	Cap	B-NAME
Lammert	NAME	Cap	I-NAME
:	COL	NoCap	B-COLON

Zum	PAR	Cap	B-PARAGRAPH
Schluss	END	Cap	B-END
dieser	PAR	NoCap	B-PARAGRAPH
Runde	PAR	Cap	I-PARAGRAPH
spricht	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Kollegin	PAR	Cap	I-PARAGRAPH
Britta	NAME	Cap	B-NAME
Haßelmann	NAME	Cap	I-NAME
für	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Fraktion	PAR	Cap	I-PARAGRAPH
Bündnis	PAR	Cap	I-PARAGRAPH
90	NUM	NoCap	B-NUMBER
/	DIV	NoCap	B-DIV
Die	PAR	Cap	B-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
3	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	MEETING	Cap	B-MEETING
.	DOT	NoCap	B-DOT
Berlin	STATE	Cap	B-STATE
,	DOT	NoCap	B-DOT
Donnerstag	WEEKDAY	Cap	B-WEEKDAY
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
28	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
November	MONTH	Cap	B-MONTH
2013	NUM	NoCap	B-NUMBER
79	NUM	NoCap	I-NUMBER

(	BRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

(	BRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Britta	NAME	Cap	B-NAME
Haßelmann	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Sehr	PAR	Cap	B-PARAGRAPH
geehrter	PAR	NoCap	I-PARAGRAPH
Herr	TITLE	Cap	B-TITLE
Präsident	PRE	Cap	B-PRESIDENT
!	DOT	NoCap	B-DOT
Sehr	PAR	Cap	B-PARAGRAPH
geehrte	PAR	NoCap	I-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Meine	PAR	Cap	B-PARAGRAPH
Damen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Herren	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
LieberThomas	PAR	Cap	B-PARAGRAPH
Oppermann	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ich	PAR	NoCap	B-PARAGRAPH
glaube	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
Sachen	PAR	Cap	I-PARAGRAPH
Basisdemokratie	PAR	Cap	I-PARAGRAPH
brauchen	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
keine	PAR	NoCap	I-PARAGRAPH
Belehrungen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
Lachen	MOOD	Cap	B-MOOD
der	PAR	NoCap	B-PARAGRAPH
Abg	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Christine	NAME	Cap	B-NAME
Lambrecht	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Mit	PAR	Cap	B-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
Urabstimmungen	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
Erfahrungen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
über	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
gerne	PAR	NoCap	I-PARAGRAPH
austauschen	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
zwei	PAR	NoCap	I-PARAGRAPH
Urabstimmungen	PAR	Cap	I-PARAGRAPH
durchgeführt	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
Ihnen	PAR	Cap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
bedeutet	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Christine	NAME	Cap	B-NAME
Lambrecht	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Das	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
euch	PAR	NoCap	I-PARAGRAPH
gemacht	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

In	PAR	Cap	B-PARAGRAPH
Hinblick	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
Hessen	STATE	Cap	B-STATE
sei	PAR	NoCap	B-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Stelle	PAR	Cap	I-PARAGRAPH
kurz	PAR	NoCap	I-PARAGRAPH
erwähnt	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON

Auch	PAR	Cap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Hessen	STATE	Cap	B-STATE
brauchen	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Ratschläge	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD-Bundestagsfraktion	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
denn	PAR	NoCap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Hessen	STATE	Cap	B-STATE
wird	PAR	NoCap	B-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Mitgliederversammlung	PAR	Cap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Koalitionsvertrag	PAR	Cap	I-PARAGRAPH
entscheiden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Die	PAR	Cap	B-PARAGRAPH
Parteitage	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Landesverbandes	PAR	Cap	I-PARAGRAPH
Hessensind	PAR	Cap	I-PARAGRAPH
nämlich	PAR	NoCap	I-PARAGRAPH
immer	PAR	NoCap	I-PARAGRAPH
Mitgliederversammlungen	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
gesamte	PAR	NoCap	I-PARAGRAPH
Mitgliedschaft	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Nun	PAR	Cap	B-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
zum	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Grosse-Brömer	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
gerade	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
beiden	PAR	NoCap	I-PARAGRAPH
Plenarsitzungen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
derFragestunde	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
abhält	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
